,Actual,Predicted
0,152.0,158.99313913850156
1,170.0,166.88667795072223
2,157.0,163.8169684126364
3,172.0,166.44814801670998
4,165.0,166.88667795072223
5,164.0,163.37843847862416
6,172.0,161.62431874257513
7,175.0,162.50137861059963
8,164.0,163.37843847862416
9,156.5,158.11607927047706
10,163.0,161.5804657491739
11,166.0,165.57108814868545
12,176.0,172.58756709288159
13,179.0,180.04257597109
14,173.0,159.43166907251384
15,154.0,162.23826065019227
16,170.0,168.90391564717862
17,164.0,163.37843847862416
18,176.0,176.09580656497965
19,270.0,159.8701990065261
20,164.0,168.11456176595655
21,169.8,162.50137861059963
22,173.0,165.57108814868545
23,161.0,171.71050722485708
24,165.0,166.0096180826977
25,159.0,168.94776864057985
26,168.0,162.36981963039597
27,152.0,159.08084512530402
28,181.0,169.07932762078352
29,158.9,168.202267752759
30,176.0,160.7472588745506
31,164.0,163.37843847862416
32,177.0,173.46462696090612
33,148.0,161.405053775569
34,156.0,155.8357236136133
35,165.0,160.30872894053834
36,170.0,166.44814801670998
37,182.0,176.53433649899193
38,149.3,164.25549834664866
39,153.0,160.30872894053834
40,150.0,155.04636973239124
41,164.0,163.37843847862416
42,173.0,160.30872894053834
43,169.0,166.88667795072223
44,161.0,164.51861630705602
45,172.0,166.88667795072223
46,159.0,156.36195953442802
47,173.0,171.71050722485708
48,178.0,164.69402828066094
49,152.0,162.06284867658738
50,161.0,163.8169684126364
51,162.0,160.22102295373588
52,166.0,165.57108814868545
53,164.0,163.37843847862416
54,154.0,158.64231519129177
55,175.0,172.58756709288159
56,161.5,167.32520788473448
57,160.0,156.66893048823658
58,164.0,163.37843847862416
59,158.0,162.06284867658738
60,172.0,168.42153271976514
61,168.0,170.83344735683255
62,155.0,162.06284867658738
63,167.0,162.06284867658738
64,157.0,159.3878160791126
65,175.0,166.88667795072223
66,174.0,166.88667795072223
67,179.0,171.2719772908448
68,153.0,157.50213736285988
69,156.0,156.27425354762556
70,171.0,164.25549834664866
71,169.0,168.202267752759
72,156.0,162.9399085446119
73,148.5,158.5546092044893
74,157.0,164.25549834664866
75,156.0,158.11607927047706
76,179.0,169.95638748880805
77,168.0,175.6572766309674
78,176.0,165.57108814868545
79,168.0,159.8701990065261
80,158.0,156.80048946844028
81,162.5,162.50137861059963
82,170.0,165.57108814868545
83,156.0,160.30872894053834
84,164.0,168.64079768677126
85,171.0,169.95638748880805
86,175.0,161.62431874257513
87,178.0,181.35816577312676
88,169.0,161.18578880856285
89,157.0,159.8701990065261
90,164.0,163.37843847862416
91,164.0,169.95638748880805
92,179.0,167.32520788473448
93,174.0,161.18578880856285
94,171.0,162.50137861059963
95,156.0,158.11607927047706
96,166.0,163.37843847862416
97,173.0,170.83344735683255
98,176.0,163.8169684126364
99,154.0,163.9485273928401
100,158.0,160.7472588745506
101,148.0,155.4848996664035
102,156.3,154.1693098643667
103,166.0,168.64079768677126
104,164.0,163.37843847862416
105,177.0,167.32520788473448
106,149.0,162.06284867658738
107,168.0,156.80048946844028
108,165.0,162.4136726237972
109,153.0,162.54523160400086
110,167.0,160.30872894053834
111,179.0,171.2719772908448
112,157.0,163.37843847862416
113,172.0,170.3949174228203
114,144.0,162.50137861059963
115,168.0,161.18578880856285
116,161.5,161.22964180196408
117,167.0,173.02609702689386
