,Actual,Predicted
0,152.0,159.8676511656101
1,170.0,166.9989109000621
2,157.0,164.225643225553
3,172.0,166.60272980370365
4,165.0,166.9989109000621
5,158.0,166.60272980370365
6,172.0,162.24473774376077
7,175.0,163.03709993647766
8,156.5,158.6791078765348
9,156.5,159.07528897289325
10,163.0,162.20511963412494
11,166.0,165.81036761098676
12,176.0,172.14926515272185
13,179.0,178.8843437908154
14,173.0,160.26383226196856
15,154.0,162.7993912786626
16,170.0,168.82134394331092
17,152.0,159.07528897289325
18,176.0,175.31871392358943
19,270.0,160.660013358327
20,164.0,168.10821796986573
21,169.8,163.03709993647766
22,173.0,165.81036761098676
23,161.0,171.356902960005
24,165.0,166.2065487073452
25,159.0,168.86096205294677
26,168.0,162.91824560757013
27,152.0,159.94688738488182
28,181.0,168.9798163818543
29,158.9,168.18745418913744
30,176.0,161.4523755510439
31,166.0,159.47147006925167
32,177.0,172.94162734543875
33,148.0,162.04664719558156
34,156.0,157.01514727182933
35,165.0,161.05619445468545
36,170.0,166.60272980370365
37,182.0,175.71489501994785
38,149.3,164.62182432191145
39,153.0,161.05619445468545
40,150.0,156.30202129838412
41,175.0,159.8676511656101
42,173.0,161.05619445468545
43,169.0,166.9989109000621
44,161.0,164.8595329797265
45,172.0,166.9989109000621
46,159.0,157.49056458745946
47,173.0,171.356902960005
48,178.0,165.0180054182699
49,152.0,162.6409188401192
50,161.0,164.225643225553
51,162.0,160.97695823541375
52,166.0,165.81036761098676
53,184.0,153.56837173351087
54,154.0,159.55070628852337
55,175.0,172.14926515272185
56,161.5,167.39509199642055
57,160.0,157.76789135491038
58,151.0,164.62182432191145
59,158.0,162.6409188401192
60,172.0,168.38554473731665
61,168.0,170.5645407672881
62,155.0,162.6409188401192
63,167.0,162.6409188401192
64,157.0,160.2242141523327
65,175.0,166.9989109000621
66,174.0,166.9989109000621
67,179.0,170.96072186364654
68,153.0,158.52063543799142
69,156.0,157.41132836818775
70,171.0,164.62182432191145
71,169.0,168.18745418913744
72,156.0,163.4332810328361
73,148.5,159.47147006925167
74,157.0,164.62182432191145
75,156.0,159.07528897289325
76,179.0,169.7721785745712
77,168.0,174.92253282723095
78,176.0,165.81036761098676
79,168.0,160.660013358327
80,158.0,157.8867456838179
81,162.5,163.03709993647766
82,170.0,165.81036761098676
83,156.0,161.05619445468545
84,164.0,168.58363528549586
85,171.0,169.7721785745712
86,175.0,162.24473774376077
87,178.0,180.07288707989073
88,169.0,161.84855664740235
89,157.0,160.660013358327
90,175.0,162.24473774376077
91,164.0,169.7721785745712
92,179.0,167.39509199642055
93,174.0,161.84855664740235
94,171.0,163.03709993647766
95,156.0,159.07528897289325
96,166.0,163.82946212919455
97,173.0,170.5645407672881
98,176.0,164.225643225553
99,154.0,164.34449755446053
100,158.0,161.4523755510439
101,148.0,156.69820239474257
102,156.3,155.50965910566725
103,166.0,168.58363528549586
104,155.0,155.90584020202567
105,177.0,167.39509199642055
106,149.0,162.6409188401192
107,168.0,157.8867456838179
108,165.0,162.95786371720598
109,153.0,163.0767180461135
110,167.0,161.05619445468545
111,179.0,170.96072186364654
112,157.0,163.82946212919455
113,172.0,170.16835967092965
114,144.0,163.03709993647766
115,168.0,161.84855664740235
116,161.5,161.88817475703817
117,167.0,172.5454462490803
118,168.0,161.05619445468545
119,154.2,160.660013358327
120,151.2,161.4523755510439
121,162.0,172.94162734543875
122,166.0,159.07528897289325
123,166.0,159.47147006925167
124,173.0,163.4332810328361
125,186.0,172.14926515272185
126,171.0,177.29961940538163
127,167.0,159.8676511656101
128,158.0,157.1736197103727
129,149.0,158.6791078765348
130,159.7,159.47147006925167
131,171.0,165.81036761098676
132,164.0,159.47147006925167
133,155.0,162.24473774376077
134,170.0,163.03709993647766
135,153.0,159.07528897289325
136,152.0,160.660013358327
137,156.0,161.57122987995143
138,159.0,163.03709993647766
139,154.0,163.47289914247196
140,168.0,168.9798163818543
141,174.0,173.73398953815564
142,155.0,164.8595329797265
143,152.0,160.660013358327
144,170.0,168.18745418913744
145,150.5,161.05619445468545
146,159.0,167.39509199642055
147,175.0,168.9798163818543
148,168.0,168.58363528549586
149,160.0,160.26383226196856
150,170.0,169.37599747821275
151,144.0,154.91538746112957
152,173.0,163.03709993647766
153,161.0,162.24473774376077
154,176.0,174.1301706345141
155,170.0,163.03709993647766
156,175.0,164.225643225553
157,158.0,174.52635173087253
158,165.0,162.6409188401192
159,153.0,158.28292678017635
160,175.0,170.96072186364654
161,175.0,166.2065487073452
162,170.0,172.14926515272185
163,171.0,167.791273092779
164,156.0,170.96072186364654
165,162.5,164.62182432191145
166,165.0,167.791273092779
167,169.0,163.82946212919455
168,151.0,158.5998716572631
169,156.0,162.24473774376077
170,158.0,163.71060780028702
171,160.0,168.18745418913744
172,184.0,167.791273092779
173,166.0,162.24473774376077
