,Actual,Predicted
0,152.0,159.20870702273479
1,170.0,167.1886190992493
2,157.0,164.08531995838254
3,172.0,166.74529065055404
4,165.0,167.1886190992493
5,164.35600298284854,164.4040407387858
6,172.0,161.86867771490628
7,175.0,162.7553346122968
8,164.35600298284854,164.4040407387858
9,156.5,158.32205012534428
10,163.0,161.82434487003675
11,166.0,165.85863375316353
12,176.0,172.95188893228755
13,179.0,180.48847256010683
14,173.0,159.65203547143003
15,154.0,162.48933754307964
16,170.0,169.22792996324745
17,164.35600298284854,164.4040407387858
18,176.0,176.49851652184958
19,270.0,160.0953639201253
20,164.0,168.429938755596
21,169.8,162.7553346122968
22,173.0,165.85863375316353
23,161.0,172.06523203489706
24,165.0,166.3019622018588
25,159.0,169.27226280811698
26,168.0,162.6223360776882
27,152.0,159.29737271247382
28,181.0,169.40526134272554
29,158.9,168.51860444533506
30,176.0,160.98202081751577
31,164.35600298284854,164.4040407387858
32,177.0,173.83854582967805
33,148.0,161.64701349055866
34,156.0,156.01674219212896
35,165.0,160.53869236882053
36,170.0,166.74529065055404
37,182.0,176.94184497054482
38,149.3,164.52864840707778
39,153.0,160.53869236882053
40,150.0,155.2187509844775
41,164.35600298284854,164.4040407387858
42,173.0,160.53869236882053
43,169.0,167.1886190992493
44,161.0,164.79464547629493
45,172.0,167.1886190992493
46,159.0,156.54873633056326
47,173.0,172.06523203489706
48,178.0,164.97197685577305
49,152.0,162.31200616360152
50,161.0,164.08531995838254
51,162.0,160.45002667908147
52,166.0,165.85863375316353
53,164.35600298284854,164.4040407387858
54,154.0,158.85404426377858
55,175.0,172.95188893228755
56,161.5,167.63194754794455
57,160.0,156.85906624464994
58,164.35600298284854,164.4040407387858
59,158.0,162.31200616360152
60,172.0,168.74026866968268
61,168.0,171.17857513750656
62,155.0,162.31200616360152
63,167.0,162.31200616360152
64,157.0,159.6077026265605
65,175.0,167.1886190992493
66,174.0,167.1886190992493
67,179.0,171.6219035862018
68,153.0,157.70139029717092
69,156.0,156.46007064082423
70,171.0,164.52864840707778
71,169.0,168.51860444533506
72,156.0,163.19866306099203
73,148.5,158.76537857403952
74,157.0,164.52864840707778
75,156.0,158.32205012534428
76,179.0,170.29191824011605
77,168.0,176.0551880731543
78,176.0,165.85863375316353
79,168.0,160.0953639201253
80,158.0,156.99206477925853
81,162.5,162.7553346122968
82,170.0,165.85863375316353
83,156.0,160.53869236882053
84,164.0,168.9619328940303
85,171.0,170.29191824011605
86,175.0,161.86867771490628
87,178.0,181.81845790619258
88,169.0,161.42534926621104
89,157.0,160.0953639201253
90,164.35600298284854,164.4040407387858
