,Actual,Predicted
0,0.11610486891385768,0.17010267432760118
1,0.250936329588015,0.22987729662359
2,0.15355805243445692,0.20663161017514992
3,0.26591760299625467,0.22655648427381286
4,0.21348314606741572,0.22987729662359
5,0.20865919837339728,0.20901903175120423
6,0.26591760299625467,0.19002754842626413
7,0.2883895131086142,0.19666917312581841
8,0.20865919837339728,0.20901903175120423
9,0.149812734082397,0.16346104962804686
10,0.19850187265917604,0.18969546719128638
11,0.2209737827715356,0.21991485957425852
12,0.2958801498127341,0.273047857170693
13,0.31835205992509363,0.32950166711690476
14,0.27340823970037453,0.17342348667737834
15,0.13108614232209737,0.19467668571595212
16,0.250936329588015,0.2451530334325649
17,0.20865919837339728,0.20901903175120423
18,0.2958801498127341,0.2996143559689103
19,1.0,0.1767442990271555
20,0.20599250936329588,0.23917557120296604
21,0.2494382022471911,0.19666917312581841
22,0.27340823970037453,0.21991485957425852
23,0.18352059925093633,0.2664062324711387
24,0.21348314606741572,0.2232356719240357
25,0.16853932584269662,0.24548511466754264
26,0.23595505617977527,0.1956729294208853
27,0.11610486891385768,0.1707668367975566
28,0.3333333333333333,0.24648135837247578
29,0.16779026217228468,0.23983973367292147
30,0.2958801498127341,0.1833859237267098
31,0.20865919837339728,0.20901903175120423
32,0.30337078651685395,0.27968948187024734
33,0.08614232209737828,0.18836714225137552
34,0.14606741573033707,0.1461928254092056
35,0.21348314606741572,0.18006511137693265
36,0.250936329588015,0.22655648427381286
37,0.3408239700374532,0.3029351683186875
38,0.09588014981273417,0.20995242252492707
39,0.12359550561797752,0.18006511137693265
40,0.10112359550561797,0.14021536317960676
41,0.20865919837339728,0.20901903175120423
42,0.27340823970037453,0.18006511137693265
43,0.24344569288389514,0.22987729662359
44,0.18352059925093633,0.21194490993479334
45,0.26591760299625467,0.22987729662359
46,0.16853932584269662,0.15017780022893823
47,0.27340823970037453,0.2664062324711387
48,0.31086142322097376,0.2132732348747042
49,0.11610486891385768,0.19334836077604128
50,0.18352059925093633,0.20663161017514992
51,0.19101123595505617,0.1794009489069772
52,0.2209737827715356,0.21991485957425852
53,0.20865919837339728,0.20901903175120423
54,0.13108614232209737,0.16744602444777945
55,0.2883895131086142,0.273047857170693
56,0.18726591760299627,0.23319810897336715
57,0.1760299625468165,0.15250236887378224
58,0.20865919837339728,0.20901903175120423
59,0.16104868913857678,0.19334836077604128
60,0.26591760299625467,0.24150013984781005
61,0.23595505617977527,0.2597646077715844
62,0.13857677902621723,0.19334836077604128
63,0.22846441947565543,0.19334836077604128
64,0.15355805243445692,0.1730914054424006
65,0.2883895131086142,0.22987729662359
66,0.2808988764044944,0.22987729662359
67,0.31835205992509363,0.2630854201213616
68,0.12359550561797752,0.15881191233835884
69,0.14606741573033707,0.14951363775898277
70,0.25842696629213485,0.20995242252492707
71,0.24344569288389514,0.23983973367292147
72,0.14606741573033707,0.19998998547559557
73,0.0898876404494382,0.16678186197782402
74,0.15355805243445692,0.20995242252492707
75,0.14606741573033707,0.16346104962804686
76,0.31835205992509363,0.25312298307203007
77,0.23595505617977527,0.2962935436191332
78,0.2958801498127341,0.21991485957425852
79,0.23595505617977527,0.1767442990271555
80,0.16104868913857678,0.1534986125787154
81,0.1947565543071161,0.19666917312581841
82,0.250936329588015,0.21991485957425852
83,0.14606741573033707,0.18006511137693265
84,0.20599250936329588,0.24316054602269863
85,0.25842696629213485,0.25312298307203007
86,0.2883895131086142,0.19002754842626413
87,0.31086142322097376,0.33946410416623624
88,0.24344569288389514,0.18670673607648697
89,0.15355805243445692,0.1767442990271555
90,0.20865919837339728,0.20901903175120423
91,0.20599250936329588,0.25312298307203007
92,0.31835205992509363,0.23319810897336715
93,0.2808988764044944,0.18670673607648697
94,0.25842696629213485,0.19666917312581841
95,0.14606741573033707,0.16346104962804686
96,0.2209737827715356,0.20331079782537276
97,0.27340823970037453,0.2597646077715844
98,0.2958801498127341,0.20663161017514992
99,0.13108614232209737,0.20762785388008304
100,0.16104868913857678,0.1833859237267098
101,0.08614232209737828,0.1435361755293839
102,0.14831460674157312,0.13357373848005244
103,0.2209737827715356,0.24316054602269863
104,0.20865919837339728,0.20901903175120423
105,0.30337078651685395,0.23319810897336715
106,0.09363295880149813,0.19334836077604128
107,0.23595505617977527,0.1534986125787154
108,0.21348314606741572,0.19600501065586298
109,0.12359550561797752,0.19700125436079613
110,0.22846441947565543,0.18006511137693265
111,0.31835205992509363,0.2630854201213616
112,0.15355805243445692,0.20331079782537276
113,0.26591760299625467,0.2564437954218073
114,0.056179775280898875,0.19666917312581841
115,0.23595505617977527,0.18670673607648697
116,0.18726591760299627,0.18703881731146466
117,0.22846441947565543,0.2763686695204702
118,0.20865919837339728,0.20901903175120423
119,0.13258426966292125,0.1767442990271555
120,0.11011235955056171,0.1833859237267098
121,0.19101123595505617,0.27968948187024734
122,0.20865919837339728,0.20901903175120423
123,0.2209737827715356,0.16678186197782402
124,0.27340823970037453,0.19998998547559557
125,0.3707865168539326,0.273047857170693
126,0.25842696629213485,0.3162184177177961
127,0.22846441947565543,0.17010267432760118
128,0.16104868913857678,0.1475211503491165
129,0.09363295880149813,0.1601402372782697
130,0.17378277153558044,0.16678186197782402
131,0.25842696629213485,0.21991485957425852
132,0.20599250936329588,0.16678186197782402
133,0.20865919837339728,0.20901903175120423
134,0.250936329588015,0.19666917312581841
135,0.12359550561797752,0.16346104962804686
136,0.11610486891385768,0.1767442990271555
137,0.14606741573033707,0.18438216743164293
138,0.16853932584269662,0.19666917312581841
139,0.13108614232209737,0.2003220667105733
140,0.23595505617977527,0.24648135837247578
141,0.2808988764044944,0.28633110656980165
142,0.20865919837339728,0.20901903175120423
143,0.11610486891385768,0.1767442990271555
144,0.250936329588015,0.23983973367292147
145,0.10486891385767791,0.18006511137693265
146,0.16853932584269662,0.23319810897336715
147,0.2883895131086142,0.24648135837247578
148,0.23595505617977527,0.24316054602269863
149,0.1760299625468165,0.17342348667737834
150,0.250936329588015,0.24980217072225294
151,0.056179775280898875,0.1285925199553867
